Date,Region,Facility,Energy_MWh,Emission_Factor,Production,Emissions_tCO2,Waste_Kg,Renewable_percent,Transport_Emissions,PolicyWeight
"Saturday, June 01, 2024",Region 2,Facility 36,389.529,EF,1984.4,1.71,112600.0,,0,1.2
"Saturday, February 01, 2025",Region 3,Facility 38,390.9015,EF,3874.96,23.75,4380.0,,0,0.8
"Tuesday, July 01, 2025",Region 2,Facility 36,391.46,EF,2419.3,1.97,219680.0,40.0,0,1.2
"Monday, August 01, 2022",Region 2,Facility 13,392.39305,EF,2886.0,27.64,37663.5,,0,1.2
"Friday, August 01, 2025",Region 2,Facility 13,393.68513,EF,1932.58,26.37,60925.0,,0,1.2
"Sunday, October 01, 2023",Region 2,Facility 9,394.171,EF,433.99,70.84,16130.0,0.0,0,1.2
"Saturday, October 01, 2022",Region 2,Facility 36,394.507,EF,2351.14,18.87,174160.0,,0,1.2
"Tuesday, November 01, 2022",Region 2,Facility 9,395.163,EF,749.04,67.9,35650.0,0.0,0,1.2
"Saturday, April 01, 2023",Region 1,Facility 12,396.0305,EF,1964.32,6.76,19030.74,40.0,0,0.8
"Wednesday, May 01, 2024",Region 3,Facility 38,396.0439,EF,3820.02,36.91,26320.0,,0,0.8
"Sunday, January 01, 2023",Region 1,Facility 12,396.09952,EF,2392.0,8.14,36550.35,40.0,0,0.8
"Wednesday, May 01, 2024",Region 2,Facility 13,397.42956,EF,2172.86,33.91,59626.0,,0,1.2
"Tuesday, March 01, 2022",Region 1,Facility 8,397.96204,EF,1706.0,1.33,117630.0,40.0,0,0.8
"Tuesday, February 01, 2022",Region 1,Facility 12,398.7183,EF,2086.0,8.19,26471.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 2,Facility 13,400.06253,EF,2462.11,32.68,61485.95,,0,1.2
"Thursday, June 01, 2023",Region 1,Facility 14,400.156,EF,3186.0,37.61,55232.0,40.0,0,0.8
"Monday, August 01, 2022",Region 1,Facility 4,400.51998,EF,7718.95,29.25,43573.0,40.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 12,401.7081,EF,1561.0,8.77,22286.87,40.0,0,0.8
"Wednesday, November 01, 2023",Region 2,Facility 9,402.396,EF,488.05,78.07,20825.0,0.0,0,1.2
"Monday, August 01, 2022",Region 3,Facility 7,402.882,EF,378.7,18.05,16700.0,40.0,0,0.8
"Friday, July 01, 2022",Region 2,Facility 13,402.91947,EF,3273.33,29.15,42620.0,,0,1.2
"Saturday, June 01, 2024",Region 2,Facility 13,403.15335,EF,2126.67,33.07,49050.8,,0,1.2
"Saturday, June 01, 2024",Region 1,Facility 4,403.5164,EF,7762.0,8.42,51132.0,40.0,0,0.8
"Monday, April 01, 2024",Region 3,Facility 7,404.02,EF,1177.31,29.21,80558.01,40.0,0,0.8
"Saturday, June 01, 2024",Region 1,Facility 37,404.747,EF,1111.09,0.0,50091.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 3,Facility 7,404.839,EF,1466.0,20.51,98992.01,40.0,0,0.8
"Friday, July 01, 2022",Region 1,Facility 10,405.07619,EF,389.0,3.67,2060.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 2,Facility 13,405.37063,EF,2773.91,28.33,37370.0,,0,1.2
"Thursday, February 01, 2024",Region 1,Facility 12,405.47761,EF,1549.43,10.16,19737.8,40.0,0,0.8
"Friday, March 01, 2024",Region 3,Facility 7,406.037,EF,685.78,31.02,31125.51,40.0,0,0.8
"Wednesday, January 01, 2025",Region 1,Facility 12,406.72551,EF,2148.0,8.54,12161.2,40.0,0,0.8
"Thursday, September 01, 2022",Region 2,Facility 9,407.508,EF,723.68,69.34,22260.0,0.0,0,1.2
"Monday, July 01, 2024",Region 1,Facility 37,407.545,EF,1033.28,0.0,43595.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 2,Facility 13,408.03063,EF,3356.21,35.5,106150.0,,0,1.2
"Monday, May 01, 2023",Region 1,Facility 4,408.15851,EF,7499.0,9.65,47767.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 3,Facility 38,408.2316,EF,4820.6,34.61,4750.0,,0,0.8
"Wednesday, November 01, 2023",Region 1,Facility 37,410.882,EF,3130.01,0.0,114307.0,40.0,0,0.8
"Friday, November 01, 2024",Region 2,Facility 13,411.38418,EF,2723.34,29.99,77936.0,,0,1.2
"Thursday, December 01, 2022",Region 2,Facility 9,413.239,EF,605.43,81.49,24620.0,0.0,0,1.2
"Sunday, September 01, 2024",Region 3,Facility 38,413.326,EF,3928.17,45.26,31660.0,,0,0.8
"Tuesday, November 01, 2022",Region 1,Facility 8,413.68868,EF,1311.0,2.94,76900.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 1,Facility 8,414.11399,EF,1031.0,2.49,48148.0,40.0,0,0.8
"Sunday, December 01, 2024",Region 1,Facility 10,414.31057,EF,411.0,4.03,2953.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 2,Facility 36,414.36,EF,2223.93,2.66,214905.0,,0,1.2
"Tuesday, August 01, 2023",Region 2,Facility 36,415.347,EF,2350.16,0.91,209183.0,,0,1.2
"Tuesday, November 01, 2022",Region 2,Facility 13,415.47242,EF,2646.51,35.26,46653.0,,0,1.2
"Friday, April 01, 2022",Region 1,Facility 8,415.98807,EF,1221.0,2.49,58700.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 2,Facility 36,417.02485,EF,1724.92,2.22,122449.0,,0,1.2
"Sunday, January 01, 2023",Region 2,Facility 9,417.397,EF,636.79,74.18,26063.0,0.0,0,1.2
"Thursday, December 01, 2022",Region 1,Facility 8,417.70709,EF,1000.53,2.45,34640.0,40.0,0,0.8
"Tuesday, April 01, 2025",Region 1,Facility 37,418.104,EF,2699.51,0.0,112316.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 12,419.25343,EF,2415.0,15.2,26764.2,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 4,419.39679,EF,7534.0,7.54,77524.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 3,Facility 7,419.965,EF,476.05,16.06,16700.0,40.0,0,0.8
"Friday, April 01, 2022",Region 2,Facility 9,420.453,EF,792.11,76.88,29655.0,0.0,0,1.2
"Friday, July 01, 2022",Region 2,Facility 9,421.273,EF,721.58,65.6,24920.0,0.0,0,1.2
"Thursday, May 01, 2025",Region 1,Facility 12,422.29527,EF,2683.0,7.67,31528.8,40.0,0,0.8
"Tuesday, October 01, 2024",Region 1,Facility 37,422.489,EF,1866.4,0.0,46593.0,40.0,0,0.8
"Friday, April 01, 2022",Region 3,Facility 7,422.57559,EF,378.21,47.49,14152.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 1,Facility 14,422.747,EF,3447.0,48.13,44066.0,40.0,0,0.8
"Sunday, December 01, 2024",Region 2,Facility 13,422.82668,EF,2537.82,33.73,53600.0,,0,1.2
"Monday, August 01, 2022",Region 1,Facility 12,423.02596,EF,2784.0,6.82,39560.0,40.0,0,0.8
"Monday, May 01, 2023",Region 1,Facility 10,423.15515,EF,351.0,5.4,3490.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 1,Facility 12,423.42036,EF,2773.0,10.86,17734.4,40.0,0,0.8
"Wednesday, May 01, 2024",Region 3,Facility 7,423.901,EF,825.37,25.66,65589.46,40.0,0,0.8
"Sunday, May 01, 2022",Region 2,Facility 36,425.1,EF,3057.5,3.43,191896.0,,0,1.2
"Sunday, June 01, 2025",Region 1,Facility 14,425.808,EF,2654.0,35.19,31205.0,40.0,0,0.8
"Friday, April 01, 2022",Region 1,Facility 12,425.93966,EF,1496.0,12.08,33248.54,40.0,0,0.8
"Tuesday, October 01, 2024",Region 2,Facility 36,426.75,EF,2493.86,2.68,223860.0,,0,1.2
"Saturday, July 01, 2023",Region 1,Facility 14,427.114,EF,4154.0,42.71,38084.0,40.0,0,0.8
"Tuesday, July 01, 2025",Region 1,Facility 12,427.17072,EF,2959.0,5.59,29591.05,40.0,0,0.8
"Thursday, December 01, 2022",Region 1,Facility 11,427.42259,EF,608.15,68.37,6226.4,40.0,0,0.8
"Sunday, June 01, 2025",Region 1,Facility 12,427.78182,EF,2720.0,6.69,28661.9,40.0,0,0.8
"Wednesday, November 01, 2023",Region 1,Facility 12,428.01099,EF,2417.0,9.29,35321.14,40.0,0,0.8
"Friday, July 01, 2022",Region 1,Facility 8,428.46002,EF,1310.0,4.08,58670.0,40.0,0,0.8
"Friday, December 01, 2023",Region 1,Facility 12,429.75482,EF,2769.0,8.85,49288.0,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 37,429.952,EF,1189.99,0.0,76438.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 2,Facility 9,430.063,EF,637.84,69.61,25345.0,0.0,0,1.2
"Thursday, February 01, 2024",Region 3,Facility 38,430.7026,EF,4123.24,35.52,16960.0,,0,0.8
"Wednesday, November 01, 2023",Region 2,Facility 13,431.21551,EF,2871.4,31.98,61763.0,,0,1.2
"Thursday, May 01, 2025",Region 1,Facility 14,431.292,EF,2566.0,41.76,51760.0,40.0,0,0.8
"Monday, August 01, 2022",Region 2,Facility 9,431.403,EF,772.76,64.8,37370.0,0.0,0,1.2
"Tuesday, July 01, 2025",Region 2,Facility 13,431.41108,EF,2977.08,28.23,77722.0,,0,1.2
"Tuesday, March 01, 2022",Region 1,Facility 33,432.51632,EF,3917.0,1.34,61525.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 3,Facility 7,432.91827,EF,793.04,43.84,13472.0,40.0,0,0.8
"Friday, August 01, 2025",Region 1,Facility 12,435.20861,EF,2968.0,5.81,31076.75,40.0,0,0.8
"Saturday, July 01, 2023",Region 1,Facility 34,435.35935,EF,2257.0,23.35,48170.0,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 10,437.39176,EF,371.0,4.96,5318.0,40.0,0,0.8
"Tuesday, October 01, 2024",Region 2,Facility 13,437.61579,EF,3247.46,32.33,50486.0,,0,1.2
"Sunday, May 01, 2022",Region 2,Facility 9,437.791,EF,740.74,80.03,30070.0,0.0,0,1.2
"Monday, May 01, 2023",Region 1,Facility 37,438.444,EF,2300.0,0.0,82232.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 1,Facility 12,439.0593,EF,2819.0,6.75,40691.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 2,Facility 13,439.86918,EF,1902.0,36.63,62949.0,,0,1.2
"Sunday, June 01, 2025",Region 1,Facility 37,441.538,EF,1591.98,0.0,63759.0,40.0,0,0.8
"Monday, April 01, 2024",Region 2,Facility 36,442.814,EF,2368.1,3.54,156220.0,,0,1.2
"Thursday, September 01, 2022",Region 1,Facility 8,444.92621,EF,1724.0,2.44,44231.0,40.0,0,0.8
"Monday, April 01, 2024",Region 2,Facility 13,445.01947,EF,2409.63,39.2,72619.0,,0,1.2
"Thursday, September 01, 2022",Region 1,Facility 34,445.321,EF,2095.0,33.98,61364.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 1,Facility 10,446.03684,EF,261.0,4.64,1450.0,40.0,0,0.8
"Tuesday, October 01, 2024",Region 1,Facility 12,446.35196,EF,2152.0,12.22,30438.0,40.0,0,0.8
"Friday, December 01, 2023",Region 2,Facility 13,447.12368,EF,2454.76,35.5,33969.0,,0,1.2
"Tuesday, April 01, 2025",Region 1,Facility 10,447.14999,EF,403.0,5.0,4670.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 37,448.049,EF,1729.0,0.0,82055.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 37,448.437,EF,1155.72,0.0,47641.0,40.0,0,0.8
"Friday, July 01, 2022",Region 1,Facility 12,448.85013,EF,2253.0,14.53,33585.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 10,449.149,EF,562.0,4.39,13440.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 8,450.74649,EF,1301.46,7.44,57300.0,40.0,0,0.8
"Thursday, May 01, 2025",Region 1,Facility 37,450.943,EF,2014.89,0.0,62842.0,40.0,0,0.8
"Friday, August 01, 2025",Region 3,Facility 7,451.02,EF,710.0,23.78,66587.37,40.0,0,0.8
"Tuesday, July 01, 2025",Region 3,Facility 7,451.02,EF,710.0,23.78,66587.37,40.0,0,0.8
"Saturday, March 01, 2025",Region 2,Facility 13,453.54935,EF,2616.23,36.51,92774.0,,0,1.2
"Monday, January 01, 2024",Region 1,Facility 12,453.75814,EF,2164.0,14.6,27382.8,40.0,0,0.8
"Tuesday, August 01, 2023",Region 1,Facility 34,454.71526,EF,2456.0,25.36,38545.0,40.0,0,0.8
"Friday, September 01, 2023",Region 1,Facility 12,456.5359,EF,2132.0,10.18,29683.8,40.0,0,0.8
"Saturday, April 01, 2023",Region 3,Facility 7,456.94051,EF,1012.0,34.67,33279.0,40.0,0,0.8
"Monday, August 01, 2022",Region 1,Facility 8,457.97406,EF,1313.0,4.08,68160.0,40.0,0,0.8
"Wednesday, January 01, 2025",Region 1,Facility 11,458.14091,EF,1118.9,58.26,12210.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 8,459.40908,EF,1532.19,6.05,64610.0,40.0,0,0.8
"Monday, January 01, 2024",Region 1,Facility 34,460.85137,EF,2053.0,44.94,33885.0,40.0,0,0.8
"Monday, May 01, 2023",Region 3,Facility 7,461.48051,EF,1315.0,34.67,40369.57,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 12,462.23359,EF,2381.0,18.89,24195.8,40.0,0,0.8
"Monday, May 01, 2023",Region 1,Facility 14,462.291,EF,3847.0,51.43,56632.0,40.0,0,0.8
"Friday, December 01, 2023",Region 1,Facility 11,462.31108,EF,660.98,63.95,8051.8,40.0,0,0.8
"Saturday, February 01, 2025",Region 2,Facility 13,463.47293,EF,2522.98,41.67,61838.0,,0,1.2
"Saturday, March 01, 2025",Region 2,Facility 36,463.89,EF,2354.5,3.91,188750.0,,0,1.2
"Saturday, October 01, 2022",Region 1,Facility 12,463.89573,EF,2240.0,11.62,33376.75,40.0,0,0.8
"Friday, July 01, 2022",Region 2,Facility 36,463.9,EF,2413.77,2.34,172027.0,,0,1.2
"Saturday, June 01, 2024",Region 1,Facility 14,463.927,EF,3411.0,36.53,36005.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 1,Facility 37,464.262,EF,1236.35,0.0,44390.0,40.0,0,0.8
"Monday, July 01, 2024",Region 2,Facility 13,464.39579,EF,2596.7,36.7,99601.0,,0,1.2
"Tuesday, November 01, 2022",Region 1,Facility 34,468.117,EF,2927.0,42.41,58901.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 1,Facility 12,468.91216,EF,2235.0,10.77,23415.0,40.0,0,0.8
"Monday, July 01, 2024",Region 1,Facility 12,469.70945,EF,3358.0,10.13,35166.25,40.0,0,0.8
"Monday, July 01, 2024",Region 3,Facility 38,470.9931,EF,3945.3,47.95,4700.0,,0,0.8
"Monday, May 01, 2023",Region 1,Facility 34,472.63235,EF,2606.0,33.42,55580.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 3,Facility 38,473.5461,EF,4172.8,44.94,500.0,,0,0.8
"Thursday, December 01, 2022",Region 2,Facility 13,473.88399,EF,2565.66,46.62,42870.0,,0,1.2
"Tuesday, February 01, 2022",Region 2,Facility 13,474.07379,EF,4077.04,42.04,50780.0,,0,1.2
"Tuesday, October 01, 2024",Region 3,Facility 7,474.579,EF,1826.0,24.95,127758.38,40.0,0,0.8
"Saturday, March 01, 2025",Region 3,Facility 7,475.429,EF,938.8,42.24,52095.09,40.0,0,0.8
"Monday, July 01, 2024",Region 2,Facility 36,476.387,EF,2459.5,2.13,130200.0,,0,1.2
"Sunday, October 01, 2023",Region 1,Facility 12,476.62564,EF,2104.0,13.68,21224.8,40.0,0,0.8
"Sunday, May 01, 2022",Region 1,Facility 12,479.05125,EF,1979.0,10.04,23820.92,40.0,0,0.8
"Thursday, December 01, 2022",Region 1,Facility 12,480.51039,EF,2174.0,11.3,26485.0,40.0,0,0.8
"Sunday, May 01, 2022",Region 1,Facility 37,481.031,EF,2307.0,0.0,82359.0,40.0,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 12,481.42425,EF,1856.0,11.61,21960.0,40.0,0,0.8
"Friday, April 01, 2022",Region 2,Facility 13,481.91005,EF,4003.23,42.24,52360.0,,0,1.2
"Monday, January 01, 2024",Region 2,Facility 13,482.1143,EF,3421.49,41.98,48452.0,,0,1.2
"Sunday, June 01, 2025",Region 3,Facility 7,483.153,EF,1034.07,24.34,69526.64,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 34,484.20335,EF,2554.0,32.16,55125.0,40.0,0,0.8
"Thursday, December 01, 2022",Region 1,Facility 34,484.43429,EF,2120.0,39.74,53390.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 2,Facility 36,485.171,EF,2306.41,2.34,129760.0,,0,1.2
"Sunday, September 01, 2024",Region 1,Facility 14,488.07,EF,3913.0,46.01,44578.0,40.0,0,0.8
"Tuesday, August 01, 2023",Region 3,Facility 7,489.04,EF,1465.0,19.74,41435.84,40.0,0,0.8
"Friday, September 01, 2023",Region 3,Facility 7,489.04011,EF,1136.0,19.74,38043.63,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 37,491.509,EF,2756.0,0.0,107354.0,40.0,0,0.8
"Saturday, June 01, 2024",Region 1,Facility 10,491.97155,EF,373.0,4.91,2770.0,40.0,0,0.8
"Saturday, April 01, 2023",Region 1,Facility 14,493.873,EF,3846.0,58.71,44363.0,40.0,0,0.8
"Tuesday, July 01, 2025",Region 1,Facility 37,494.395,EF,1929.85,0.0,51614.0,40.0,0,0.8
"Wednesday, March 01, 2023",Region 3,Facility 7,494.518,EF,1073.0,70.15,27329.0,40.0,0,0.8
"Saturday, January 01, 2022",Region 2,Facility 9,495.238,EF,788.09,104.6,34400.0,0.0,0,1.2
"Wednesday, May 01, 2024",Region 1,Facility 14,497.774,EF,3408.0,51.43,85190.0,40.0,0,0.8
"Saturday, June 01, 2024",Region 3,Facility 7,497.859,EF,1565.29,26.45,86980.88,40.0,0,0.8
"Tuesday, August 01, 2023",Region 1,Facility 12,497.90926,EF,3118.0,9.83,37816.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 12,499.30434,EF,2979.0,8.53,36888.35,40.0,0,0.8
"Monday, January 01, 2024",Region 1,Facility 11,500.4239,EF,1265.81,72.83,12597.6,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 4,503.0734,EF,7186.0,8.27,86922.0,40.0,0,0.8
"Friday, December 01, 2023",Region 1,Facility 34,503.84424,EF,2694.0,43.19,35498.0,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 12,507.03442,EF,2260.0,17.21,23065.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 10,508.88435,EF,602.0,4.93,9400.0,40.0,0,0.8
"Monday, May 01, 2023",Region 1,Facility 12,511.47119,EF,2053.0,8.08,25474.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 3,Facility 7,513.16675,EF,901.0,43.46,19395.62,40.0,0,0.8
"Monday, August 01, 2022",Region 1,Facility 10,513.51779,EF,325.35,4.83,15200.0,40.0,0,0.8
"Friday, August 01, 2025",Region 3,Facility 38,513.5556,EF,3767.5,47.88,14880.0,,0,0.8
"Friday, August 01, 2025",Region 1,Facility 14,516.314,EF,3522.0,40.71,61870.0,40.0,0,0.8
"Tuesday, July 01, 2025",Region 3,Facility 38,517.4773,EF,4585.92,50.9,15500.0,,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 34,518.18573,EF,3133.0,44.43,65920.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 1,Facility 12,519.11818,EF,2908.0,18.1,43003.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 1,Facility 37,519.775,EF,2178.0,0.0,81467.0,40.0,0,0.8
"Saturday, January 01, 2022",Region 1,Facility 8,523.13599,EF,1314.0,2.36,90869.0,40.0,0,0.8
"Wednesday, March 01, 2023",Region 2,Facility 13,523.3987,EF,3611.7,47.97,64640.2,,0,1.2
"Tuesday, March 01, 2022",Region 2,Facility 13,524.87963,EF,4895.52,43.75,64080.0,,0,1.2
"Friday, September 01, 2023",Region 1,Facility 14,526.131,EF,5332.0,52.21,63337.0,40.0,0,0.8
"Saturday, January 01, 2022",Region 1,Facility 12,526.16484,EF,3505.0,12.45,35818.0,40.0,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 37,526.596,EF,3208.78,0.0,94823.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 1,Facility 10,527.79555,EF,523.0,5.43,4300.0,40.0,0,0.8
"Monday, July 01, 2024",Region 3,Facility 7,527.9,EF,1500.66,25.61,78435.2,40.0,0,0.8
"Tuesday, February 01, 2022",Region 3,Facility 7,529.25218,EF,501.13,79.15,14125.0,40.0,0,0.8
"Tuesday, July 01, 2025",Region 1,Facility 14,530.355,EF,3228.0,38.55,28353.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 1,Facility 37,530.983,EF,2081.0,0.0,77600.0,40.0,0,0.8
"Wednesday, January 01, 2025",Region 2,Facility 13,533.60801,EF,3777.55,47.8,84070.0,,0,1.2
"Saturday, January 01, 2022",Region 1,Facility 11,533.99834,EF,1375.41,71.83,18085.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 1,Facility 11,534.28448,EF,995.69,78.84,13088.8,40.0,0,0.8
"Wednesday, February 01, 2023",Region 2,Facility 13,537.9975,EF,3343.62,52.62,32791.0,,0,1.2
"Wednesday, June 01, 2022",Region 1,Facility 37,539.43826,EF,2747.0,1.66,86035.0,40.0,0,0.8
"Sunday, December 01, 2024",Region 1,Facility 15,540.63218,EF,958.1,1.88,42110.0,40.0,0,0.8
"Friday, March 01, 2024",Region 2,Facility 36,542.18,EF,2249.0,4.23,129030.0,,0,1.2
"Thursday, February 01, 2024",Region 3,Facility 7,543.109,EF,417.59,75.56,22813.43,40.0,0,0.8
"Monday, July 01, 2024",Region 1,Facility 11,544.73029,EF,899.23,87.26,10598.0,40.0,0,0.8
"Sunday, January 01, 2023",Region 2,Facility 13,546.07516,EF,3748.0,54.23,40800.0,,0,1.2
"Wednesday, June 01, 2022",Region 1,Facility 14,546.224,EF,5832.0,59.32,37775.0,40.0,0,0.8
"Saturday, January 01, 2022",Region 2,Facility 13,547.96258,EF,4011.02,51.25,51570.0,,0,1.2
"Sunday, September 01, 2024",Region 3,Facility 7,549.211,EF,1579.97,29.85,92242.55,40.0,0,0.8
"Friday, August 01, 2025",Region 1,Facility 37,549.424,EF,2157.72,0.0,74118.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 15,551.38397,EF,1256.8,2.66,56849.0,40.0,0,0.8
"Friday, September 01, 2023",Region 1,Facility 37,551.832,EF,2776.42,0.0,108926.0,40.0,0,0.8
"Friday, August 01, 2025",Region 1,Facility 11,554.25539,EF,1022.5,86.72,13434.0,40.0,0,0.8
"Tuesday, October 01, 2024",Region 1,Facility 4,554.66274,EF,7153.0,8.9,37068.0,40.0,0,0.8
"Tuesday, August 01, 2023",Region 1,Facility 14,555.773,EF,5363.0,47.31,43783.0,40.0,0,0.8
"Thursday, August 01, 2024",Region 1,Facility 14,556.408,EF,4153.0,49.43,64430.0,40.0,0,0.8
"Thursday, December 01, 2022",Region 3,Facility 7,557.70738,EF,884.0,57.26,19395.62,40.0,0,0.8
"Thursday, December 01, 2022",Region 3,Facility 38,557.8978,EF,3757.15,62.5,17680.0,40.0,0,0.8
"Friday, April 01, 2022",Region 2,Facility 36,557.931,EF,2368.74,45.03,251362.0,,0,1.2
"Saturday, February 01, 2025",Region 1,Facility 4,560.25228,EF,6840.68,9.56,46165.0,40.0,0,0.8
"Monday, August 01, 2022",Region 1,Facility 37,561.614,EF,2500.0,0.0,85263.0,40.0,0,0.8
"Sunday, December 01, 2024",Region 1,Facility 4,563.55228,EF,7093.0,10.36,39767.9,40.0,0,0.8
"Friday, July 01, 2022",Region 1,Facility 37,567.541,EF,2027.0,0.0,85794.0,40.0,0,0.8
"Wednesday, January 01, 2025",Region 1,Facility 15,567.97969,EF,1504.9,4.55,49635.0,40.0,0,0.8
"Tuesday, August 01, 2023",Region 1,Facility 37,568.042,EF,2754.0,0.0,87522.0,40.0,0,0.8
"Saturday, July 01, 2023",Region 1,Facility 11,569.23557,EF,1129.65,87.22,13510.4,40.0,0,0.8
"Friday, November 01, 2024",Region 3,Facility 7,571.374,EF,1597.0,51.12,99790.32,40.0,0,0.8
"Tuesday, February 01, 2022",Region 1,Facility 11,573.22666,EF,938.35,83.95,14386.0,40.0,0,0.8
"Tuesday, April 01, 2025",Region 1,Facility 15,574.35573,EF,1005.1,2.03,35581.0,40.0,0,0.8
"Monday, July 01, 2024",Region 1,Facility 10,575.29302,EF,558.0,5.65,3960.0,40.0,0,0.8
"Friday, July 01, 2022",Region 1,Facility 14,576.585,EF,6457.0,56.52,61086.0,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 14,577.45,EF,3607.0,68.36,51860.0,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 15,579.75282,EF,1371.4,2.42,64695.0,40.0,0,0.8
"Wednesday, January 01, 2025",Region 1,Facility 10,581.01034,EF,705.0,5.69,15310.0,40.0,0,0.8
"Saturday, January 01, 2022",Region 3,Facility 7,582.99855,EF,805.53,93.92,40000.0,40.0,0,0.8
"Thursday, September 01, 2022",Region 1,Facility 10,584.49609,EF,519.8,6.48,13410.0,40.0,0,0.8
"Wednesday, March 01, 2023",Region 2,Facility 36,585.31217,EF,2067.89,3.16,173309.0,,0,1.2
"Friday, August 01, 2025",Region 1,Facility 4,588.36834,EF,8423.0,7.49,96076.0,40.0,0,0.8
"Tuesday, August 01, 2023",Region 1,Facility 10,588.77073,EF,403.0,5.84,5200.0,40.0,0,0.8
"Sunday, June 01, 2025",Region 3,Facility 38,590.2686,EF,3721.2,60.98,34380.0,,0,0.8
"Tuesday, April 01, 2025",Region 1,Facility 4,591.87704,EF,7200.0,5.72,58363.0,40.0,0,0.8
"Friday, March 01, 2024",Region 1,Facility 10,592.19819,EF,575.0,6.04,6230.0,40.0,0,0.8
"Friday, November 01, 2024",Region 1,Facility 10,592.82688,EF,797.0,5.93,14880.0,40.0,0,0.8
"Monday, July 01, 2024",Region 1,Facility 14,593.746,EF,4190.0,47.79,112285.0,40.0,0,0.8
"Tuesday, August 01, 2023",Region 1,Facility 11,598.2089,EF,876.49,99.45,13969.2,40.0,0,0.8
"Tuesday, March 01, 2022",Region 3,Facility 7,598.9292,EF,505.38,76.93,17200.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 11,601.24689,EF,983.43,93.35,10428.8,40.0,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 4,601.42826,EF,7488.0,10.43,49505.0,40.0,0,0.8
"Sunday, January 01, 2023",Region 1,Facility 11,602.45803,EF,1234.81,98.08,11412.6,40.0,0,0.8
"Monday, August 01, 2022",Region 1,Facility 34,602.564,EF,2434.0,33.3,74758.0,40.0,0,0.8
"Saturday, October 01, 2022",Region 3,Facility 38,603.0218,EF,3671.0,79.8,30460.0,40.0,0,0.8
"Wednesday, May 01, 2024",Region 1,Facility 15,603.12154,EF,200.68,2.93,58436.0,40.0,0,0.8
"Thursday, June 01, 2023",Region 3,Facility 7,604.48,EF,412.0,55.29,23841.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 15,606.96637,EF,1274.0,1.95,62664.0,40.0,0,0.8
"Saturday, February 01, 2025",Region 3,Facility 7,607.532,EF,233.0,69.86,26625.87,40.0,0,0.8
