Date,Region,Facility,Energy_MWh,Emission_Factor,Production,Emissions_tCO2,Waste_Kg,Renewable_percent,Transport_Emissions,PolicyWeight
"Tuesday, March 01, 2022",Region 2,Facility 24,2899.313,EF,20646.0,317.24,94340.0,40.0,0,1.2
"Wednesday, May 01, 2024",Region 1,Facility 42,2900.69238,EF,450.27,1.17,228994.6,40.0,0,0.8
"Thursday, January 01, 2015",Region 3,Facility 35,2904.464,EF,27777.78,1339.25,2719314.0,0.0,0,0.8
"Friday, November 01, 2024",Region 2,Facility 28,2912.2051,EF,1462.77,288.08,397040.0,40.0,0,1.2
"Tuesday, October 01, 2024",Region 4,Facility 29,2912.44836,EF,27501.0,193.01,330237.1,40.0,0,1.0
"Sunday, October 01, 2023",Region 1,Facility 42,2913.8639,EF,415.6,30.47,227557.0,40.0,0,0.8
"Friday, March 01, 2024",Region 1,Facility 42,2917.10638,EF,426.57,1.17,211804.0,40.0,0,0.8
"Friday, April 01, 2022",Region 1,Facility 39,2920.82626,EF,600.87,71.56,129494.65,40.0,0,0.8
"Tuesday, April 01, 2025",Region 1,Facility 39,2922.9589,EF,659.04,23.95,189943.34,,0,0.8
"Thursday, May 01, 2025",Region 4,Facility 27,2928.30115,EF,15737.03,305.4,87434.47,,0,1.0
"Thursday, May 01, 2025",Region 1,Facility 39,2939.6404,EF,509.07,13.96,176962.26,,0,0.8
"Tuesday, August 01, 2023",Region 2,Facility 28,2940.46908,EF,2150.55,230.22,270213.0,40.0,0,1.2
"Thursday, May 01, 2025",Region 4,Facility 29,2959.4462,EF,16197.0,191.19,192078.23,40.0,0,1.0
"Saturday, October 01, 2022",Region 1,Facility 41,2980.83144,EF,4688.58,536.54,53230.0,4.7771,0,0.8
"Tuesday, March 01, 2022",Region 2,Facility 16,2986.809,EF,9689.0,423.01,55473.0,,0,1.2
"Tuesday, August 01, 2023",Region 1,Facility 42,2987.2007,EF,405.36,41.4,219378.0,40.0,0,0.8
"Monday, May 01, 2023",Region 2,Facility 28,2988.30001,EF,2199.17,264.64,271289.0,40.0,0,1.2
"Friday, April 01, 2022",Region 2,Facility 28,2990.15149,EF,1478.64,286.03,212220.0,40.0,0,1.2
"Saturday, June 01, 2024",Region 1,Facility 41,2993.78179,EF,4995.69,538.63,62133.0,5.3367,0,0.8
"Friday, September 01, 2023",Region 1,Facility 42,2998.76858,EF,411.18,35.0,163297.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 1,Facility 41,3003.57259,EF,4655.93,547.71,87850.0,1.2424,0,0.8
"Friday, November 01, 2024",Region 1,Facility 41,3004.26996,EF,5932.6,545.62,56089.54,2.924,0,0.8
"Monday, May 01, 2023",Region 1,Facility 42,3005.9515,EF,417.06,49.01,191597.0,40.0,0,0.8
"Saturday, March 01, 2025",Region 2,Facility 28,3007.13751,EF,1283.95,287.91,198906.0,40.0,0,1.2
"Friday, November 01, 2024",Region 1,Facility 39,3014.0856,EF,542.03,57.21,185149.93,,0,0.8
"Friday, September 01, 2023",Region 1,Facility 41,3015.31501,EF,4706.02,537.28,48346.0,8.3458,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 42,3019.63892,EF,530.98,1.41,245611.0,40.0,0,0.8
"Tuesday, July 01, 2025",Region 2,Facility 28,3019.65144,EF,1716.07,199.32,169080.0,40.0,0,1.2
"Friday, March 01, 2024",Region 1,Facility 39,3022.0824,EF,545.2,102.64,135513.63,,0,0.8
"Wednesday, November 01, 2023",Region 4,Facility 27,3025.09435,EF,16455.73,364.39,82272.58,40.0,0,1.0
"Wednesday, June 01, 2022",Region 4,Facility 29,3031.42324,EF,19513.0,171.32,251063.38,40.0,0,1.0
"Saturday, February 01, 2025",Region 2,Facility 28,3033.8069,EF,1363.08,314.58,201430.0,40.0,0,1.2
"Wednesday, November 01, 2023",Region 1,Facility 42,3033.97274,EF,456.7,37.76,174070.0,40.0,0,0.8
"Monday, August 01, 2022",Region 4,Facility 29,3035.05749,EF,19904.0,202.73,306274.64,40.0,0,1.0
"Tuesday, March 01, 2022",Region 1,Facility 39,3047.73126,EF,590.51,89.95,99230.37,40.0,0,0.8
"Sunday, October 01, 2023",Region 1,Facility 41,3047.94419,EF,4896.24,538.55,60618.0,10.1906,0,0.8
"Saturday, July 01, 2023",Region 2,Facility 28,3052.63506,EF,2077.88,229.28,280735.0,40.0,0,1.2
"Friday, July 01, 2022",Region 4,Facility 29,3053.26487,EF,16974.0,175.3,300269.08,40.0,0,1.0
"Tuesday, November 01, 2022",Region 4,Facility 29,3054.04058,EF,17946.0,287.39,293610.34,40.0,0,1.0
"Sunday, June 01, 2025",Region 1,Facility 39,3054.428,EF,526.42,2.42,163907.85,,0,0.8
"Wednesday, February 01, 2023",Region 2,Facility 40,3061.10219,EF,8394.0,431.88,183430.0,61.4288,0,1.2
"Saturday, January 01, 2022",Region 2,Facility 24,3061.988,EF,17300.0,348.52,150440.0,40.0,0,1.2
"Sunday, May 01, 2022",Region 1,Facility 39,3063.66526,EF,684.83,52.23,114567.82,40.0,0,0.8
"Tuesday, November 01, 2022",Region 2,Facility 28,3069.13767,EF,2089.56,282.09,288107.5,40.0,0,1.2
"Sunday, January 01, 2023",Region 1,Facility 39,3069.47206,EF,401.54,213.81,76918.87,40.0,0,0.8
"Monday, April 01, 2024",Region 4,Facility 29,3075.03654,EF,22922.0,240.47,248071.94,40.0,0,1.0
"Friday, December 01, 2023",Region 1,Facility 41,3078.34807,EF,3488.18,550.38,46999.6,6.4082,0,0.8
"Wednesday, February 01, 2023",Region 4,Facility 29,3082.56689,EF,20906.0,315.07,245743.65,40.0,0,1.0
"Tuesday, April 01, 2025",Region 4,Facility 29,3087.52,EF,22742.0,235.18,189835.21,40.0,0,1.0
"Saturday, January 01, 2022",Region 1,Facility 39,3090.98226,EF,649.03,141.33,108802.52,40.0,0,0.8
"Wednesday, March 01, 2023",Region 4,Facility 29,3091.58735,EF,20649.0,297.53,322193.43,40.0,0,1.0
"Sunday, October 01, 2023",Region 2,Facility 28,3101.60808,EF,2121.45,286.16,316912.0,40.0,0,1.2
"Wednesday, November 01, 2023",Region 4,Facility 29,3102.40692,EF,26066.0,262.93,270275.28,40.0,0,1.0
"Saturday, April 01, 2023",Region 2,Facility 28,3103.52008,EF,1802.73,320.41,245177.0,40.0,0,1.2
"Friday, November 01, 2024",Region 1,Facility 42,3105.25418,EF,516.84,2.23,286429.1,40.0,0,0.8
"Friday, September 01, 2023",Region 2,Facility 40,3105.4697,EF,8083.0,480.92,127730.0,59.829,0,1.2
"Friday, November 01, 2024",Region 4,Facility 29,3106.514,EF,22309.0,240.82,240612.61,40.0,0,1.0
"Saturday, April 01, 2023",Region 1,Facility 41,3110.97479,EF,4985.8,559.29,41440.5,5.5735,0,0.8
"Sunday, September 01, 2024",Region 4,Facility 29,3116.6072,EF,22423.0,172.42,411350.22,40.0,0,1.0
"Thursday, August 01, 2024",Region 1,Facility 39,3126.922,EF,572.6,1.6,83903.88,,0,0.8
"Wednesday, November 01, 2023",Region 1,Facility 41,3134.52086,EF,4648.2,555.04,63118.0,10.1195,0,0.8
"Monday, July 01, 2024",Region 4,Facility 29,3137.2026,EF,23224.0,151.99,314451.44,40.0,0,1.0
"Tuesday, August 01, 2023",Region 1,Facility 41,3141.54991,EF,4853.03,560.9,82575.0,7.9509,0,0.8
"Thursday, December 01, 2022",Region 4,Facility 27,3146.02049,EF,16411.97,369.93,120324.45,40.0,0,1.0
"Friday, March 01, 2024",Region 4,Facility 29,3150.7673,EF,25271.0,287.78,253656.11,40.0,0,1.0
"Sunday, December 01, 2024",Region 2,Facility 28,3152.06942,EF,1270.06,330.66,255000.0,40.0,0,1.2
"Friday, December 01, 2023",Region 4,Facility 29,3170.48011,EF,19288.0,288.5,291659.9,40.0,0,1.0
"Tuesday, October 01, 2024",Region 1,Facility 42,3178.24842,EF,484.54,0.55,265552.5,40.0,0,0.8
"Monday, January 01, 2024",Region 1,Facility 39,3181.6613,EF,590.65,120.06,121663.56,,0,0.8
"Wednesday, January 01, 2025",Region 1,Facility 39,3185.8347,EF,564.11,121.12,122089.31,,0,0.8
"Sunday, June 01, 2025",Region 4,Facility 29,3189.747,EF,19985.0,195.26,220557.02,40.0,0,1.0
"Wednesday, May 01, 2024",Region 1,Facility 41,3190.00366,EF,5447.52,568.86,65179.0,7.8253,0,0.8
"Tuesday, November 01, 2022",Region 1,Facility 41,3208.1746,EF,5468.32,566.2,54300.0,11.3972,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 41,3216.55068,EF,5716.4,580.8,112060.0,4.5122,0,0.8
"Thursday, June 01, 2023",Region 2,Facility 40,3216.71483,EF,8194.0,503.21,117300.0,39.2681,0,1.2
"Friday, December 01, 2023",Region 4,Facility 27,3218.02754,EF,15708.33,401.15,82971.12,40.0,0,1.0
"Tuesday, August 01, 2023",Region 1,Facility 39,3220.02306,EF,509.0,1.9,104543.77,40.0,0,0.8
"Monday, April 01, 2024",Region 1,Facility 41,3224.64208,EF,6058.14,580.45,64190.0,4.2623,0,0.8
"Sunday, June 01, 2025",Region 1,Facility 42,3227.48634,EF,544.93,1.13,306653.5,40.0,0,0.8
"Thursday, May 01, 2025",Region 1,Facility 42,3228.70722,EF,575.24,1.41,321727.5,40.0,0,0.8
"Tuesday, April 01, 2025",Region 1,Facility 42,3229.5062,EF,531.52,1.41,243361.0,40.0,0,0.8
"Tuesday, August 01, 2023",Region 2,Facility 40,3238.72726,EF,8360.0,507.58,133000.0,38.6756,0,1.2
"Friday, April 01, 2022",Region 4,Facility 29,3244.73926,EF,19578.0,259.46,322386.24,40.0,0,1.0
"Thursday, June 01, 2023",Region 1,Facility 41,3245.058,EF,5614.96,584.79,128900.0,4.8515,0,0.8
"Wednesday, February 01, 2023",Region 2,Facility 28,3252.04876,EF,1823.4,350.19,300495.0,40.0,0,1.2
"Thursday, December 01, 2022",Region 1,Facility 39,3254.51326,EF,390.33,163.27,85205.4,40.0,0,0.8
"Friday, April 01, 2022",Region 4,Facility 27,3266.58226,EF,17115.55,362.64,133900.47,40.0,0,1.0
"Friday, August 01, 2025",Region 1,Facility 42,3276.96292,EF,486.0,1.41,234704.0,40.0,0,0.8
"Friday, March 01, 2024",Region 2,Facility 28,3278.19988,EF,1794.31,341.32,307124.0,40.0,0,1.2
"Saturday, March 01, 2025",Region 1,Facility 42,3279.5265,EF,584.86,1.69,246902.5,40.0,0,0.8
"Friday, April 01, 2022",Region 1,Facility 42,3283.61066,EF,477.0,165.07,166875.0,89.7751,0,0.8
"Friday, March 01, 2024",Region 4,Facility 27,3285.71251,EF,17069.67,407.17,86989.95,40.0,0,1.0
"Sunday, December 01, 2024",Region 4,Facility 27,3299.5572,EF,12769.03,402.28,74389.15,40.0,0,1.0
"Monday, May 01, 2023",Region 1,Facility 41,3303.9744,EF,5828.54,590.91,92500.0,7.1006,0,0.8
"Saturday, March 01, 2025",Region 1,Facility 39,3315.7693,EF,627.59,67.49,178768.55,,0,0.8
"Thursday, February 01, 2024",Region 1,Facility 41,3316.61602,EF,6287.99,604.73,54964.0,1.452,0,0.8
"Saturday, July 01, 2023",Region 2,Facility 40,3322.27612,EF,7756.63,537.23,134130.0,32.3868,0,1.2
"Thursday, December 01, 2022",Region 4,Facility 29,3326.56328,EF,17797.0,369.79,229375.53,40.0,0,1.0
"Tuesday, March 01, 2022",Region 4,Facility 29,3326.82438,EF,21483.0,319.68,382931.75,40.0,0,1.0
"Saturday, March 01, 2025",Region 4,Facility 29,3331.246,EF,23542.0,294.43,301010.7,40.0,0,1.0
"Wednesday, June 01, 2022",Region 1,Facility 41,3340.76243,EF,5802.77,600.92,100086.0,5.0972,0,0.8
"Tuesday, November 01, 2022",Region 4,Facility 27,3344.15672,EF,17889.07,377.57,124919.34,40.0,0,1.0
"Saturday, February 01, 2025",Region 1,Facility 39,3352.6474,EF,580.15,151.54,159716.49,,0,0.8
"Thursday, February 01, 2024",Region 2,Facility 28,3355.99566,EF,2122.89,358.41,292632.0,40.0,0,1.2
"Saturday, April 01, 2023",Region 2,Facility 40,3358.52458,EF,6271.0,555.32,138810.0,26.4754,0,1.2
"Tuesday, April 01, 2025",Region 4,Facility 27,3359.05108,EF,17624.94,387.73,80966.24,,0,1.0
"Sunday, January 01, 2023",Region 1,Facility 41,3378.0631,EF,5093.02,611.76,75410.0,3.7314,0,0.8
"Thursday, February 01, 2024",Region 4,Facility 29,3390.15533,EF,22987.0,330.93,324236.9,40.0,0,1.0
"Thursday, August 01, 2024",Region 1,Facility 41,3390.18963,EF,5475.51,620.45,79300.0,0.0428,0,0.8
"Saturday, July 01, 2023",Region 1,Facility 42,3397.248,EF,369.87,189.08,144889.0,40.0,0,0.8
"Friday, August 01, 2025",Region 1,Facility 41,3397.62008,EF,4678.97,613.48,70870.0,4.7291,0,0.8
"Saturday, February 01, 2025",Region 1,Facility 41,3400.57027,EF,5669.6,602.83,143718.0,10.3995,0,0.8
"Sunday, December 01, 2024",Region 4,Facility 29,3401.9865,EF,20322.0,319.74,408391.89,40.0,0,1.0
"Tuesday, July 01, 2025",Region 1,Facility 42,3422.24092,EF,562.3,1.41,235706.0,40.0,0,0.8
"Friday, August 01, 2025",Region 4,Facility 29,3429.056,EF,20444.0,205.64,395686.77,40.0,0,1.0
"Sunday, December 01, 2024",Region 1,Facility 39,3451.7941,EF,619.46,117.08,230126.71,,0,0.8
"Monday, May 01, 2023",Region 2,Facility 40,3484.0268,EF,8636.0,561.21,152530.0,35.4284,0,1.2
"Sunday, January 01, 2023",Region 4,Facility 29,3485.4557,EF,20047.0,367.22,278592.81,40.0,0,1.0
"Wednesday, March 01, 2023",Region 4,Facility 27,3515.85246,EF,15763.58,466.31,159555.65,40.0,0,1.0
"Saturday, January 01, 2022",Region 1,Facility 42,3521.08073,EF,586.07,244.65,173845.0,83.4246,0,0.8
"Tuesday, February 01, 2022",Region 2,Facility 28,3521.46482,EF,1740.62,376.1,217885.0,40.0,0,1.2
"Wednesday, March 01, 2023",Region 2,Facility 40,3525.92548,EF,8905.46,528.41,143600.0,49.0193,0,1.2
"Friday, July 01, 2022",Region 1,Facility 41,3531.99374,EF,5879.54,629.2,64726.0,8.4849,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 42,3543.91718,EF,427.59,282.19,257522.0,79.8824,0,0.8
"Thursday, January 01, 2015",Region 1,Facility 12,3569.99326,EF,17195.49,2573.01,656270.0,0.0,0,0.8
"Wednesday, November 01, 2023",Region 2,Facility 28,3574.74988,EF,2018.36,390.73,303020.0,40.0,0,1.2
"Tuesday, October 01, 2024",Region 1,Facility 41,3577.03559,EF,5845.09,646.95,56210.0,3.9288,0,0.8
"Thursday, January 01, 2015",Region 1,Facility 3,3587.54871,EF,30857.0,710.2,432660.0,0.0,0,0.8
"Monday, January 01, 2024",Region 1,Facility 41,3595.45156,EF,5872.64,650.71,72828.8,3.6074,0,0.8
"Monday, July 01, 2024",Region 1,Facility 41,3608.10447,EF,6038.0,647.59,59613.0,5.9248,0,0.8
"Wednesday, January 01, 2025",Region 4,Facility 29,3612.5445,EF,22732.0,359.62,256093.27,40.0,0,1.0
"Monday, August 01, 2022",Region 1,Facility 41,3612.83506,EF,5630.39,643.97,58400.0,8.4849,0,0.8
"Saturday, February 01, 2025",Region 4,Facility 29,3617.415,EF,21546.0,373.48,328049.35,40.0,0,1.0
"Friday, December 01, 2023",Region 2,Facility 28,3636.6404,EF,1675.05,405.77,316173.0,40.0,0,1.2
"Tuesday, July 01, 2025",Region 4,Facility 29,3662.679,EF,20395.0,181.36,375760.46,40.0,0,1.0
"Wednesday, March 01, 2023",Region 2,Facility 28,3667.52828,EF,2151.14,397.59,306615.0,40.0,0,1.2
"Sunday, May 01, 2022",Region 2,Facility 40,3684.10046,EF,10086.74,536.51,229420.0,56.608,0,1.2
"Friday, April 01, 2022",Region 2,Facility 40,3701.46067,EF,8340.56,563.96,193960.0,36.6753,0,1.2
"Tuesday, March 01, 2022",Region 2,Facility 28,3707.21903,EF,1819.64,387.9,289140.0,40.0,0,1.2
"Saturday, June 01, 2024",Region 2,Facility 30,3708.11466,EF,4122.0,284.53,342970.0,99.8988,0,1.2
"Thursday, May 01, 2025",Region 2,Facility 30,3711.5872,EF,3117.0,307.03,273406.0,40.0,0,1.2
"Sunday, October 01, 2023",Region 1,Facility 43,3720.02753,EF,989.48,421.5,131769.4,40.0,0,0.8
"Sunday, January 01, 2023",Region 1,Facility 42,3749.0315,EF,467.13,274.06,201566.0,82.2304,0,0.8
"Saturday, October 01, 2022",Region 1,Facility 42,3752.5136,EF,543.52,209.83,207826.0,87.3079,0,0.8
"Friday, November 01, 2024",Region 4,Facility 27,3779.56711,EF,16314.71,454.91,95481.19,40.0,0,1.0
"Saturday, April 01, 2023",Region 1,Facility 43,3782.59828,EF,1084.0,427.47,344946.5,40.0,0,0.8
"Tuesday, February 01, 2022",Region 4,Facility 29,3787.87849,EF,18405.0,399.3,280447.09,40.0,0,1.0
"Friday, April 01, 2022",Region 1,Facility 43,3788.84555,EF,931.46,430.42,172098.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 2,Facility 40,3817.21588,EF,9128.0,592.24,112980.0,40.2477,0,1.2
"Thursday, January 01, 2015",Region 1,Facility 37,3826.57,EF,23640.22,2748.24,793439.2,0.0,0,0.8
"Wednesday, February 01, 2023",Region 1,Facility 41,3849.61078,EF,5960.76,678.52,61100.0,13.0528,0,0.8
"Monday, January 01, 2024",Region 1,Facility 43,3853.40553,EF,967.42,427.5,58759.0,40.0,0,0.8
"Tuesday, March 01, 2022",Region 4,Facility 27,3859.3516,EF,23146.13,462.51,159392.36,40.0,0,1.0
"Friday, March 01, 2024",Region 1,Facility 41,3865.6671,EF,6042.65,691.4,46973.0,7.568,0,0.8
"Monday, January 01, 2024",Region 4,Facility 29,3870.14415,EF,22970.0,418.92,193343.75,40.0,0,1.0
"Saturday, March 01, 2025",Region 4,Facility 27,3873.80235,EF,17735.54,488.88,94791.73,,0,1.0
"Tuesday, February 01, 2022",Region 1,Facility 42,3880.108,EF,540.8,281.9,191394.0,82.4904,0,0.8
"Wednesday, June 01, 2022",Region 1,Facility 42,3885.98862,EF,552.77,276.58,242245.0,82.2424,0,0.8
"Wednesday, March 01, 2023",Region 2,Facility 30,3895.97108,EF,4414.74,368.41,337570.0,99.9346,0,1.2
"Sunday, January 01, 2023",Region 2,Facility 40,3896.55059,EF,9420.32,608.92,182810.0,40.3796,0,1.2
"Sunday, June 01, 2025",Region 2,Facility 30,3909.30624,EF,3083.0,276.53,263702.0,40.0,0,1.2
"Wednesday, January 01, 2025",Region 2,Facility 28,3939.45636,EF,1709.69,452.81,250040.0,40.0,0,1.2
"Thursday, January 01, 2015",Region 1,Facility 6,3943.96176,EF,85238.21,1337.54,325679.9,0.0,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 41,3945.02905,EF,5865.37,709.57,63340.0,6.5725,0,0.8
"Saturday, July 01, 2023",Region 2,Facility 30,3951.05208,EF,3946.04,268.23,358420.0,99.9613,0,1.2
"Tuesday, July 01, 2025",Region 1,Facility 41,3951.72578,EF,5963.45,658.61,70870.0,38.7357,0,0.8
"Wednesday, March 01, 2023",Region 1,Facility 42,3974.49436,EF,530.75,294.75,201126.0,81.6276,0,0.8
"Tuesday, October 01, 2024",Region 2,Facility 30,3986.85366,EF,4689.94,331.64,352770.0,99.8126,0,1.2
"Friday, July 01, 2022",Region 1,Facility 42,3991.7546,EF,527.65,279.18,195173.0,82.8389,0,0.8
"Monday, August 01, 2022",Region 1,Facility 42,3992.42292,EF,473.32,284.07,276466.0,82.6393,0,0.8
"Sunday, January 01, 2023",Region 2,Facility 28,3992.78264,EF,2124.87,458.57,289350.0,40.0,0,1.2
"Saturday, February 01, 2025",Region 4,Facility 27,4020.33591,EF,15643.0,523.71,125273.14,,0,1.0
"Tuesday, February 01, 2022",Region 2,Facility 40,4021.54467,EF,10172.0,632.41,193900.0,40.707,0,1.2
"Tuesday, July 01, 2025",Region 2,Facility 30,4028.0612,EF,3555.0,298.53,245950.0,40.0,0,1.2
"Tuesday, February 01, 2022",Region 4,Facility 27,4042.3533,EF,18208.54,504.33,122742.1,40.0,0,1.0
"Thursday, February 01, 2024",Region 4,Facility 27,4053.67575,EF,16511.61,540.21,75205.62,40.0,0,1.0
"Saturday, January 01, 2022",Region 4,Facility 27,4055.79713,EF,15977.24,529.81,116119.65,40.0,0,1.0
"Thursday, September 01, 2022",Region 1,Facility 42,4077.74857,EF,529.05,296.62,214356.0,81.951,0,0.8
"Thursday, December 01, 2022",Region 2,Facility 40,4086.63436,EF,8360.9,641.23,116150.0,39.4255,0,1.2
"Sunday, December 01, 2024",Region 3,Facility 44,4097.419,EF,3662.0,427.92,119877.0,40.0,0,0.8
"Thursday, December 01, 2022",Region 2,Facility 28,4097.7683,EF,2494.53,462.15,239230.0,40.0,0,1.2
"Wednesday, June 01, 2022",Region 2,Facility 30,4109.37167,EF,4014.87,287.68,252065.0,99.9649,0,1.2
"Tuesday, November 01, 2022",Region 1,Facility 42,4111.41624,EF,552.01,303.06,184713.0,82.0128,0,0.8
"Thursday, June 01, 2023",Region 2,Facility 30,4131.48408,EF,4059.76,322.38,324800.0,99.9562,0,1.2
"Friday, September 01, 2023",Region 2,Facility 30,4164.53408,EF,4667.53,330.43,347520.0,99.8331,0,1.2
"Tuesday, March 01, 2022",Region 1,Facility 42,4168.55692,EF,569.47,312.53,196352.0,81.4889,0,0.8
"Monday, January 01, 2024",Region 4,Facility 27,4175.29636,EF,15555.04,575.89,97340.92,40.0,0,1.0
"Tuesday, April 01, 2025",Region 2,Facility 30,4197.0506,EF,3402.0,389.04,270455.0,40.0,0,1.2
"Wednesday, February 01, 2023",Region 4,Facility 27,4197.60736,EF,16776.84,565.34,112726.78,40.0,0,1.0
"Friday, December 01, 2023",Region 3,Facility 44,4218.326,EF,4056.0,481.36,184592.0,40.0,0,0.8
"Sunday, September 01, 2024",Region 2,Facility 30,4238.63692,EF,4109.89,325.82,352770.0,99.9097,0,1.2
"Sunday, January 01, 2023",Region 4,Facility 27,4269.48857,EF,15314.68,578.92,135660.41,40.0,0,1.0
"Monday, May 01, 2023",Region 2,Facility 30,4278.29008,EF,7455.75,328.82,317880.0,99.9609,0,1.2
"Monday, January 01, 2024",Region 2,Facility 28,4280.13978,EF,1976.68,500.87,287655.5,40.0,0,1.2
"Thursday, September 01, 2022",Region 2,Facility 30,4290.01937,EF,3539.94,319.3,276160.0,99.8996,0,1.2
"Wednesday, January 01, 2025",Region 4,Facility 27,4307.24542,EF,16434.43,573.48,83678.72,,0,1.0
"Sunday, October 01, 2023",Region 2,Facility 30,4317.81908,EF,4631.65,316.58,397000.0,99.82,0,1.2
"Tuesday, March 01, 2022",Region 2,Facility 40,4339.89462,EF,10150.0,667.55,185010.0,51.3638,0,1.2
"Monday, April 01, 2024",Region 2,Facility 30,4360.46966,EF,4605.38,392.17,337570.0,99.8075,0,1.2
"Saturday, January 01, 2022",Region 4,Facility 29,4365.67377,EF,21782.0,481.3,346689.72,40.0,0,1.0
"Monday, July 01, 2024",Region 2,Facility 30,4382.57366,EF,3677.58,323.94,359450.0,99.9617,0,1.2
"Tuesday, April 01, 2025",Region 1,Facility 43,4409.62925,EF,1194.1,468.73,111531.0,40.0,0,0.8
"Friday, March 01, 2024",Region 2,Facility 30,4412.59166,EF,4795.68,439.94,339060.0,99.903,0,1.2
"Wednesday, May 01, 2024",Region 2,Facility 30,4414.17866,EF,4834.31,348.03,394844.0,99.8393,0,1.2
"Thursday, January 01, 2015",Region 2,Facility 9,4416.426,EF,6789.63,822.42,436003.0,74.6303,0,1.2
"Sunday, May 01, 2022",Region 1,Facility 42,4425.6561,EF,578.93,312.29,230133.0,82.9632,0,0.8
"Saturday, October 01, 2022",Region 2,Facility 30,4431.83587,EF,4356.31,344.77,337950.0,99.8192,0,1.2
"Wednesday, November 01, 2023",Region 2,Facility 30,4432.32408,EF,4680.49,374.48,341850.0,99.8009,0,1.2
"Friday, July 01, 2022",Region 2,Facility 30,4440.07167,EF,3790.32,303.25,269225.0,40.0,0,1.2
"Saturday, February 01, 2025",Region 3,Facility 44,4454.459,EF,3367.0,531.23,102514.0,40.0,0,0.8
"Tuesday, November 01, 2022",Region 2,Facility 30,4460.57067,EF,4580.44,388.7,326440.0,99.8091,0,1.2
"Thursday, August 01, 2024",Region 2,Facility 30,4470.67366,EF,3794.22,330.76,269020.0,99.9623,0,1.2
"Tuesday, August 01, 2023",Region 2,Facility 30,4479.44498,EF,4177.22,320.95,301920.0,99.9013,0,1.2
"Saturday, January 01, 2022",Region 2,Facility 28,4485.11554,EF,1831.13,520.77,214025.0,40.0,0,1.2
"Monday, August 01, 2022",Region 2,Facility 30,4500.86867,EF,3205.9,317.21,270400.0,99.8719,0,1.2
"Sunday, May 01, 2022",Region 2,Facility 30,4508.07956,EF,3453.54,335.41,365270.0,99.9646,0,1.2
"Wednesday, February 01, 2023",Region 2,Facility 30,4555.71698,EF,2694.52,443.52,233050.0,99.892,0,1.2
"Saturday, March 01, 2025",Region 2,Facility 30,4615.6834,EF,4205.0,442.14,343820.0,40.0,0,1.2
"Saturday, April 01, 2023",Region 3,Facility 44,4692.144,EF,3982.0,569.51,155273.0,40.0,0,0.8
"Thursday, January 01, 2015",Region 2,Facility 13,4707.00931,EF,31744.09,1387.22,446814.6,0.0,0,1.2
"Saturday, January 01, 2022",Region 2,Facility 40,4732.1143,EF,10148.0,755.15,222390.0,39.3649,0,1.2
"Tuesday, February 01, 2022",Region 1,Facility 43,4741.87363,EF,1426.78,582.67,330354.5,40.0,0,0.8
"Thursday, February 01, 2024",Region 2,Facility 30,4752.49866,EF,5496.34,424.55,420265.0,99.8808,0,1.2
"Friday, April 01, 2022",Region 2,Facility 30,4773.19267,EF,2560.53,436.73,229670.0,99.9595,0,1.2
"Friday, August 01, 2025",Region 2,Facility 30,4816.63835,EF,3894.11,445.34,245950.0,,0,1.2
"Wednesday, May 01, 2024",Region 3,Facility 44,4850.793,EF,4623.0,531.05,149525.0,40.0,0,0.8
"Friday, November 01, 2024",Region 2,Facility 30,4856.98282,EF,4697.31,437.13,373940.0,99.8225,0,1.2
"Wednesday, May 01, 2024",Region 2,Facility 45,4871.45983,EF,35967.35,311.28,656840.0,0.0,0,1.2
"Saturday, March 01, 2025",Region 3,Facility 44,4883.59,EF,3870.0,574.79,156330.0,40.0,0,0.8
"Monday, May 01, 2023",Region 3,Facility 44,4893.90578,EF,4950.0,561.7,150225.0,40.0,0,0.8
"Friday, December 01, 2023",Region 2,Facility 30,4900.10708,EF,3633.95,432.34,296870.0,99.8171,0,1.2
"Tuesday, April 01, 2025",Region 3,Facility 44,4965.972,EF,3495.0,625.1,110020.0,40.0,0,0.8
"Monday, August 01, 2022",Region 1,Facility 43,5020.26426,EF,1542.78,585.87,336014.0,40.0,0,0.8
"Thursday, January 01, 2015",Region 3,Facility 7,5070.18746,EF,7458.0,2373.1,0.0,0.0,0,0.8
"Saturday, February 01, 2025",Region 2,Facility 30,5071.9556,EF,4677.53,510.43,294844.0,71.1815,0,1.2
"Sunday, December 01, 2024",Region 2,Facility 30,5077.65363,EF,5439.04,518.83,373990.0,99.8154,0,1.2
"Monday, January 01, 2024",Region 3,Facility 44,5083.004,EF,3861.0,644.23,196948.0,40.0,0,0.8
"Friday, December 01, 2023",Region 1,Facility 43,5091.88141,EF,1359.92,622.65,243260.05,40.0,0,0.8
"Saturday, July 01, 2023",Region 3,Facility 44,5100.479,EF,3549.0,534.35,145245.0,40.0,0,0.8
"Tuesday, February 01, 2022",Region 2,Facility 30,5133.9817,EF,3655.68,479.03,302830.0,99.9032,0,1.2
